ensembl_gene_id	HCT116_Nut0h_1	HCT116_Nut0h_2	HCT116_Nut10h_1	HCT116_Nut10h_2	HCT116_Nut1h_1	HCT116_Nut1h_2
ENSG00000084676	808	1029	857	1027	1021	779
ENSG00000084693	1953	1982	2692	2651	1206	976
ENSG00000084710	28	22	19	20	12	19
ENSG00000084731	384	375	362	354	206	144
ENSG00000084733	5067	5309	5311	5871	6056	4678
ENSG00000084734	0	0	1	2	2	3
ENSG00000084754	5471	5542	5810	6067	4994	4124
ENSG00000084764	541	565	792	825	355	314
ENSG00000084774	11649	12053	8648	8763	8385	6798
ENSG00000085063	2531	2885	2825	3253	3480	2952
ENSG00000085117	356	294	1985	1891	204	172
ENSG00000085185	2138	2292	2100	2285	1876	1648
ENSG00000085224	1609	2018	1866	2485	3538	2529
ENSG00000085231	2658	3017	2488	2740	3329	2646
ENSG00000085265	0	0	0	1	0	0
ENSG00000085274	296	373	356	438	711	461
ENSG00000085276	195	229	199	245	330	230
ENSG00000085365	1193	1275	1273	1598	2230	1538
ENSG00000085377	3343	3132	2910	3129	2899	2543
ENSG00000085382	379	437	421	499	548	412
ENSG00000085415	2149	2387	1977	2242	3507	2711
ENSG00000085433	464	492	522	628	582	426
ENSG00000085449	1427	1636	1535	1890	2385	1754
ENSG00000085465	78	103	86	95	76	57
ENSG00000085491	1160	1310	966	1097	1939	1430
ENSG00000085511	1412	1575	1084	1206	1688	1388
ENSG00000085514	21	19	15	12	11	16
ENSG00000085552	532	484	363	398	289	220
ENSG00000085563	101	110	89	106	125	79
ENSG00000085644	1243	920	1011	866	478	383
ENSG00000085662	1287	1226	1136	1093	864	818
ENSG00000085719	5182	6460	6104	7461	9231	7222
ENSG00000085721	2636	3079	2465	2958	4623	3848
ENSG00000085733	7053	7325	8018	7825	7401	6219
ENSG00000085741	30	21	22	13	9	10
ENSG00000085760	1773	1834	1661	1873	2922	2395
ENSG00000085788	1127	1335	1025	1115	1686	1247
ENSG00000085831	698	698	849	968	454	402
ENSG00000085832	1408	1515	1548	1859	2106	1567
ENSG00000085840	2331	2596	607	602	2271	1862
ENSG00000085871	264	242	479	473	284	235
ENSG00000085872	6850	5916	4721	4500	2760	2618
ENSG00000085978	1674	1744	1420	1542	1590	1318
ENSG00000085982	1728	1819	1714	1843	1852	1568
ENSG00000085998	4683	4498	6172	6126	3097	2650
ENSG00000085999	1180	1229	349	425	1018	852
ENSG00000086015	5914	5546	4267	4131	3211	2815
ENSG00000086061	7598	7685	5060	5596	13622	11967
ENSG00000086062	2363	2528	1966	1992	1895	1506
ENSG00000086065	1453	1452	1754	1683	2083	1833
ENSG00000086102	1997	2084	2087	2213	2431	2172
ENSG00000086159	10	7	7	9	3	6
ENSG00000086189	1776	1960	1750	1695	2134	1723
ENSG00000086200	1398	1554	1108	1245	2436	1942
ENSG00000086205	0	0	0	0	0	0
ENSG00000086232	6880	6612	5319	6010	7318	6005
ENSG00000086288	0	0	0	0	0	0
ENSG00000086289	569	622	541	587	471	428
ENSG00000086300	903	920	680	756	1481	1062
ENSG00000086475	2626	2524	1733	1736	2666	2260
ENSG00000086504	2583	2349	2532	2184	1233	1094
ENSG00000086506	0	0	0	0	0	0
ENSG00000086544	771	693	1945	1676	670	622
ENSG00000086548	90	14	0	0	0	0
ENSG00000086570	9	16	21	18	21	4
ENSG00000086589	3181	3439	3077	3318	3095	2714
ENSG00000086598	7437	8316	6859	8125	12780	10252
ENSG00000086619	140	172	230	310	335	216
ENSG00000086666	1187	1235	1538	1688	1399	1043
ENSG00000086696	0	0	0	0	0	0
ENSG00000086712	1979	2121	1553	1836	2553	2156
ENSG00000086717	0	2	4	7	3	0
ENSG00000086730	237	223	236	260	187	132
ENSG00000086758	15320	19797	14499	17085	22291	15151
ENSG00000086827	1267	1525	923	1145	1688	1410
ENSG00000086848	130	167	190	187	225	155
ENSG00000086967	0	3	2	1	2	1
ENSG00000086991	0	0	0	0	0	0
ENSG00000087008	638	624	682	655	410	303
ENSG00000087053	1514	1775	1429	1708	2164	1789
ENSG00000087074	3573	2895	3653	3253	3106	2749
ENSG00000087076	107	67	71	83	35	26
ENSG00000087077	5915	4745	7398	6806	2650	2569
ENSG00000087085	169	165	538	547	50	36
ENSG00000087086	40555	37021	44145	42465	19913	17965
ENSG00000087087	12245	11582	8795	8395	8268	7313
ENSG00000087088	2516	2192	5859	5697	1437	1306
ENSG00000087095	357	371	454	470	624	455
ENSG00000087111	2787	2754	2469	2611	1814	1694
ENSG00000087116	111	114	84	85	34	32
ENSG00000087128	1	1	0	0	3	0
ENSG00000087152	4460	3843	4251	4500	2917	2565
ENSG00000087157	1644	1482	1470	1334	938	731
ENSG00000087191	5129	4654	4443	4307	5465	4783
ENSG00000087206	698	649	776	774	985	843
ENSG00000087237	1	0	0	0	0	0
ENSG00000087245	2	0	2	14	1	0
ENSG00000087250	0	0	0	0	0	0
ENSG00000087253	506	507	365	441	704	553
ENSG00000087258	0	0	2	12	0	0
ENSG00000087263	1791	1864	2099	2398	1834	1616
ENSG00000087266	2585	2595	2394	2221	2078	1660
ENSG00000087269	5309	4972	4486	4647	4293	3679
ENSG00000087274	7328	7254	7150	7191	5305	4626
ENSG00000087299	519	664	488	510	842	710
ENSG00000087301	102	103	58	91	204	144
ENSG00000087302	3267	3511	3443	3731	3577	2990
ENSG00000087303	20	29	19	41	61	46
ENSG00000087338	954	1123	778	920	1629	1283
ENSG00000087365	21589	19209	13913	13455	14722	12951
ENSG00000087448	996	1173	941	997	1732	1303
ENSG00000087460	31595	32123	30731	28033	17910	15356
ENSG00000087470	2634	2954	2504	2830	4009	3198
ENSG00000087494	6	4	6	2	5	7
ENSG00000087495	0	0	0	0	0	0
ENSG00000087502	1197	1353	1071	1247	2264	1842
ENSG00000087510	368	364	437	363	245	201
ENSG00000087586	3309	3505	1043	1144	3479	2880
ENSG00000087589	4	5	5	7	6	6
ENSG00000087842	709	637	692	730	795	593
ENSG00000087884	47	50	58	46	54	39
ENSG00000087903	1134	1112	723	630	475	441
ENSG00000087916	0	0	0	0	0	0
ENSG00000087995	1445	1485	1303	1325	1617	1243
ENSG00000088002	70	42	66	42	23	26
ENSG00000088035	385	482	369	492	790	599
ENSG00000088038	6228	5400	4484	4042	3170	2906
ENSG00000088053	7	7	7	5	15	2
ENSG00000088179	387	469	488	551	757	524
ENSG00000088205	4381	4951	3758	4321	7673	6339
ENSG00000088247	30191	25984	19380	18308	18826	16069
ENSG00000088256	5678	5150	4494	4083	2847	2503
ENSG00000088280	961	929	1099	965	661	458
ENSG00000088298	1240	1176	1679	1537	730	635
ENSG00000088305	1556	1773	1043	1421	1188	1071
ENSG00000088320	0	0	0	0	0	0
ENSG00000088325	13340	13562	5386	5692	12764	10764
ENSG00000088340	365	477	513	572	373	240
ENSG00000088356	749	766	645	635	728	610
ENSG00000088367	2581	2528	2231	2254	1509	1261
ENSG00000088386	81	70	109	113	93	67
ENSG00000088387	1910	2385	1812	2070	2469	1856
ENSG00000088448	2730	2998	2176	2422	3622	2362
ENSG00000088451	561	589	520	633	1040	851
ENSG00000088538	333	451	615	707	379	303
ENSG00000088543	405	383	378	382	213	204
ENSG00000088682	2514	2417	2665	2213	1679	1447
ENSG00000088726	231	245	669	588	200	129
ENSG00000088727	274	247	215	208	255	265
ENSG00000088756	0	0	0	3	0	0
ENSG00000088766	1398	1328	1211	1188	1041	830
ENSG00000088782	0	0	0	0	0	0
ENSG00000088808	880	961	713	733	579	467
ENSG00000088812	1974	2280	2454	2998	2257	1823
ENSG00000088826	1366	1208	1421	1266	704	578
ENSG00000088827	7	4	3	6	0	0
ENSG00000088832	11811	11255	13017	13543	8881	7259
ENSG00000088833	4431	4113	3890	4034	3322	2934
ENSG00000088836	1430	1480	2231	2267	746	685
ENSG00000088854	322	324	463	516	399	247
ENSG00000088876	332	345	437	466	399	350
ENSG00000088881	199	181	155	110	97	50
ENSG00000088882	8	3	29	34	0	5
ENSG00000088888	3734	3753	4288	4436	2612	2150
ENSG00000088899	656	552	571	574	250	206
ENSG00000088926	0	0	0	0	0	0
ENSG00000088930	5491	6019	5207	5346	7263	5990
ENSG00000088970	243	223	283	327	243	199
ENSG00000088986	5147	5167	4541	4347	5715	4907
ENSG00000088992	780	678	613	507	400	316
ENSG00000089006	4881	5243	4468	5035	6522	5049
ENSG00000089009	29732	27375	30868	30936	32926	28472
ENSG00000089012	0	0	2	0	0	0
ENSG00000089022	1172	1056	851	873	1252	987
ENSG00000089041	45	54	60	52	61	45
ENSG00000089048	1472	1455	1513	1738	2790	2182
ENSG00000089050	395	457	392	477	719	544
ENSG00000089053	5156	5397	3940	4187	4561	3882
ENSG00000089057	1404	1454	1767	1828	1550	1270
ENSG00000089060	1615	1602	1830	1574	933	760
ENSG00000089063	2719	3045	3051	3317	2863	2300
ENSG00000089091	78	84	77	77	86	62
ENSG00000089094	3237	2980	2471	2220	1800	1497
ENSG00000089101	3	2	1	6	4	4
ENSG00000089116	344	305	1098	971	96	86
ENSG00000089123	279	264	281	337	366	319
ENSG00000089127	4	6	7	2	9	3
ENSG00000089154	17875	19026	16968	17433	13291	10861
ENSG00000089157	124582	122283	142161	130605	71542	63035
ENSG00000089159	15676	14946	15192	14596	7554	6288
ENSG00000089163	54	36	65	87	20	12
ENSG00000089169	4	10	7	11	9	2
ENSG00000089177	310	312	364	369	377	276
ENSG00000089195	936	834	691	778	1297	1019
ENSG00000089199	0	0	0	0	0	1
ENSG00000089220	8818	8587	9250	8482	7793	6298
ENSG00000089225	6	5	8	10	5	2
ENSG00000089234	989	1060	996	961	1105	937
ENSG00000089248	4264	3845	3569	3371	4514	3997
ENSG00000089250	4	3	4	3	1	0
ENSG00000089280	9985	9796	7340	7778	14001	11385
ENSG00000089289	1278	1360	1614	1549	988	843
ENSG00000089327	5661	5440	6455	5699	2702	2488
ENSG00000089335	173	188	166	185	412	362
ENSG00000089351	5120	4465	5975	5055	1241	1071
ENSG00000089356	113	104	266	230	80	62
ENSG00000089472	2	0	0	10	1	2
ENSG00000089486	286	277	670	621	208	171
ENSG00000089505	64	59	39	34	20	25
ENSG00000089558	0	0	2	1	0	0
ENSG00000089597	23582	24316	24025	26486	20302	17126
ENSG00000089639	1001	958	1261	1215	390	327
ENSG00000089682	299	330	382	497	698	530
ENSG00000089685	2907	3028	961	1097	2982	2457
ENSG00000089692	94	98	61	44	90	53
ENSG00000089693	13619	11618	13378	13656	8703	7609
ENSG00000089723	431	461	493	529	237	193
ENSG00000089737	7521	7541	5680	5911	7537	6398
ENSG00000089775	443	571	437	530	601	472
ENSG00000089818	1402	1536	1742	1946	1896	1533
ENSG00000089820	4357	3811	3618	3153	2133	1678
ENSG00000089847	152	176	325	261	72	72
ENSG00000089876	1324	1445	1625	1631	1403	1156
ENSG00000089902	1775	1991	1540	1953	2004	1550
ENSG00000089916	1164	1478	1619	2130	2707	1706
ENSG00000090006	9962	9044	9154	8213	4546	3831
ENSG00000090013	3514	3074	5043	3988	1218	1187
ENSG00000090020	1640	1560	1577	1618	994	865
ENSG00000090054	2308	2639	2486	2791	3577	2828
ENSG00000090060	11091	12253	9772	10905	15496	12245
ENSG00000090061	3612	3401	5051	4834	2816	2523
ENSG00000090097	2724	2185	3329	3122	827	769
ENSG00000090104	0	0	0	0	0	0
ENSG00000090238	218	153	474	449	24	31
ENSG00000090263	659	694	756	800	1039	847
ENSG00000090266	1202	1245	1363	1276	833	652
ENSG00000090273	12409	10522	7623	7441	9928	9099
ENSG00000090316	5149	5039	4003	3840	3716	3337
ENSG00000090339	13	12	59	60	15	6
ENSG00000090372	8809	7803	7247	6438	3365	2777
ENSG00000090376	3	2	6	4	7	6
ENSG00000090382	78	21	3	1	3	0
ENSG00000090402	0	0	0	0	0	0
ENSG00000090432	1626	1496	1433	1571	1096	996
ENSG00000090447	1816	1686	1322	1323	1006	897
ENSG00000090470	1766	1544	1463	1281	1202	984
ENSG00000090487	2090	2149	2147	2268	1857	1558
ENSG00000090512	1	0	5	4	0	0
ENSG00000090520	3278	3250	3007	2945	5252	4346
ENSG00000090530	33	37	44	46	20	8
ENSG00000090534	4	7	4	2	3	4
ENSG00000090539	474	442	475	397	164	138
ENSG00000090554	10	9	3	9	17	7
ENSG00000090565	1673	1349	1444	1118	673	561
ENSG00000090581	1309	1192	1345	1214	559	430
ENSG00000090612	137	142	130	153	375	261
ENSG00000090615	2743	2893	3125	2967	3106	2447
ENSG00000090621	18383	17314	15086	15291	11329	9340
ENSG00000090659	0	0	2	0	0	0
ENSG00000090661	948	895	986	1035	419	357
ENSG00000090674	1250	1091	1054	934	439	412
ENSG00000090686	2221	2446	2497	2913	3416	2745
ENSG00000090776	1391	1243	4733	4408	749	659
ENSG00000090857	1382	1632	1625	1950	1945	1503
ENSG00000090861	8448	8352	8151	8175	7566	6082
ENSG00000090863	9727	10147	9676	10076	12129	9863
ENSG00000090889	2471	2654	1005	1008	3029	2483
ENSG00000090905	2863	3407	2539	2831	3628	2881
ENSG00000090920	149	157	345	316	171	94
ENSG00000090924	1900	1996	1215	1132	1049	781
ENSG00000090932	1	2	2	14	0	1
ENSG00000090971	1558	1212	1067	958	516	468
ENSG00000090975	1461	1479	1805	1742	790	651
ENSG00000090989	679	756	873	914	923	757
ENSG00000091009	1597	1823	1600	1846	2507	2079
ENSG00000091010	5	6	5	7	4	1
ENSG00000091039	2446	2903	2493	3041	6083	4352
ENSG00000091073	1878	1592	1848	1664	541	493
ENSG00000091106	34	17	17	21	13	24
ENSG00000091127	1546	1749	1466	1691	2392	1908
ENSG00000091128	0	0	0	1	0	0
ENSG00000091129	2	1	1	1	1	1
ENSG00000091136	2163	2220	1915	2082	3046	2359
ENSG00000091137	19	20	9	17	21	21
ENSG00000091138	0	7	1	2	6	2
ENSG00000091140	2949	3054	2709	3232	4770	3999
ENSG00000091157	548	682	704	759	705	621
ENSG00000091164	2847	2755	2465	3049	3891	3234
ENSG00000091181	0	0	0	0	0	0
ENSG00000091262	76	72	67	66	70	37
ENSG00000091317	2317	2495	2527	2947	4911	3465
ENSG00000091409	5184	5991	6851	8141	7797	5923
ENSG00000091428	5	19	1	10	6	10
ENSG00000091436	1913	2058	1551	1772	2791	2256
ENSG00000091482	2	3	1	0	3	8
ENSG00000091483	2313	2242	1738	1785	2730	2443
ENSG00000091490	2866	3112	3449	3534	3800	3154
ENSG00000091513	0	7	2	4	6	9
ENSG00000091527	7423	7610	6496	6792	10803	8769
ENSG00000091536	76	72	88	77	35	25
ENSG00000091542	3855	3575	3083	3048	2681	2258
ENSG00000091583	0	1	0	0	0	0
ENSG00000091592	163	184	770	751	131	90
ENSG00000091622	224	225	202	246	178	163
ENSG00000091640	1302	1082	1228	1133	1123	975
ENSG00000091651	1327	1264	380	384	1844	1667
ENSG00000091656	598	796	690	927	1382	927
ENSG00000091664	0	0	0	0	0	0
ENSG00000091704	0	0	0	0	0	0
ENSG00000091732	1203	1233	1104	1024	697	604
ENSG00000091831	2	0	0	0	1	1
ENSG00000091844	138	162	145	157	268	175
ENSG00000091879	0	6	4	2	9	6
ENSG00000091947	1117	1154	1357	1353	705	638
ENSG00000091972	0	0	5	18	1	0
ENSG00000091986	6	1	2	4	4	6
ENSG00000092009	0	0	1	0	2	1
ENSG00000092010	2371	2419	2768	2639	2300	1904
ENSG00000092020	262	210	219	256	343	283
ENSG00000092036	533	565	400	386	397	356
ENSG00000092051	0	0	0	19	0	1
ENSG00000092054	0	0	0	0	0	0
ENSG00000092067	0	0	0	0	0	0
ENSG00000092068	254	301	301	398	185	132
ENSG00000092094	574	646	528	551	867	662
ENSG00000092096	306	334	297	291	96	72
ENSG00000092098	1632	1482	1498	1437	762	664
ENSG00000092108	907	992	949	1097	1758	1341
ENSG00000092140	1191	1395	735	920	2669	1887
ENSG00000092148	4272	5114	4106	5113	8374	6192
ENSG00000092199	24476	26143	25279	28205	29972	25540
ENSG00000092200	20	14	11	6	29	34
ENSG00000092201	11357	12295	8209	9111	18566	15778
ENSG00000092203	2350	2352	2593	2608	2018	1694
ENSG00000092208	492	431	310	361	482	394
ENSG00000092295	134	85	151	154	83	67
ENSG00000092330	997	983	1038	991	667	566
ENSG00000092345	0	0	0	1	0	0
ENSG00000092377	0	0	0	1	0	0
ENSG00000092421	279	344	449	602	245	183
ENSG00000092439	1307	1555	1497	1874	2728	2064
ENSG00000092445	2950	2767	1717	1558	1714	1466
ENSG00000092470	1841	1948	370	451	2534	2097
ENSG00000092529	1	14	10	12	8	6
ENSG00000092531	486	571	572	639	850	709
ENSG00000092607	0	1	1	2	1	0
ENSG00000092621	2984	2844	2688	2489	2169	1732
ENSG00000092758	1153	925	1340	1015	593	542
ENSG00000092820	83596	78910	102205	103825	55339	48269
ENSG00000092841	7227	6167	6773	6710	6813	6114
ENSG00000092847	2260	2706	2629	2973	3721	2718
ENSG00000092850	4	5	2	1	4	1
ENSG00000092853	1268	1476	295	291	2613	2101
ENSG00000092871	1107	1234	1049	1106	870	686
ENSG00000092929	753	714	1082	952	329	281
ENSG00000092931	414	466	442	525	479	320
ENSG00000092964	1175	1351	573	720	1598	1235
ENSG00000092969	4	5	4	7	6	2
ENSG00000092978	359	383	365	481	636	461
ENSG00000093000	4664	5367	2836	3396	6968	5492
ENSG00000093009	1745	1755	769	716	1762	1457
ENSG00000093010	3535	3297	3557	2957	1352	1193
ENSG00000093072	0	1	2	5	1	0
ENSG00000093100	0	0	3	0	2	2
ENSG00000093134	0	0	0	0	0	0
ENSG00000093144	1335	1294	1241	1345	2491	1996
ENSG00000093167	1371	1409	1106	1010	1244	1039
ENSG00000093183	1580	1691	1244	1389	1925	1453
ENSG00000093217	276	306	223	244	437	311
ENSG00000094631	2344	2606	2653	2542	1807	1567
ENSG00000094661	0	0	0	0	0	0
ENSG00000094755	1	0	2	2	0	0
ENSG00000094796	2	1	0	3	3	0
ENSG00000094804	4614	4834	1279	1318	6529	5440
ENSG00000094841	195	197	185	266	240	180
ENSG00000094880	1709	1943	1357	1547	2293	1928
ENSG00000094914	4165	3977	2960	3081	2301	2013
ENSG00000094916	2781	3365	2457	3213	7900	5686
ENSG00000094963	1	1	0	2	0	0
ENSG00000094975	953	1192	1175	1424	2220	1695
ENSG00000095002	2350	2634	1072	1336	3881	3064
ENSG00000095015	323	402	313	401	509	317
ENSG00000095059	2925	3000	2846	2606	1804	1610
ENSG00000095066	2411	2459	2412	2240	1470	1265
ENSG00000095110	0	0	1	0	0	0
ENSG00000095139	7068	7562	7396	9164	9111	7556
ENSG00000095203	800	829	783	845	712	584
ENSG00000095209	713	798	535	742	993	768
ENSG00000095261	1976	2295	1870	2186	2939	2277
ENSG00000095303	59	94	80	78	57	33
ENSG00000095319	15875	16474	11452	11410	10150	8603
ENSG00000095321	1610	1413	1514	1358	507	448
ENSG00000095370	83	77	64	56	18	13
ENSG00000095380	1232	1235	996	1154	1278	1037
ENSG00000095383	1167	929	2033	1827	309	265
ENSG00000095397	803	788	1419	1313	399	313
ENSG00000095464	7	11	6	7	15	5
ENSG00000095485	1693	1768	1061	1181	2007	1553
ENSG00000095539	1124	1114	1329	1257	537	405
ENSG00000095564	1831	2439	1961	2420	3847	2816
ENSG00000095574	742	888	1070	1233	1080	766
ENSG00000095585	6	4	27	33	5	1
ENSG00000095587	37	24	27	21	19	17
ENSG00000095596	16	23	8	10	11	5
ENSG00000095627	0	0	0	0	0	0
ENSG00000095637	185	206	279	287	274	185
ENSG00000095713	1	0	0	2	0	0
ENSG00000095739	163	130	86	92	97	77
ENSG00000095752	108	79	139	119	46	27
ENSG00000095777	0	0	0	2	0	0
ENSG00000095787	5218	5576	4739	5165	5885	4853
ENSG00000095794	358	383	322	329	349	281
ENSG00000095906	5376	4422	4360	3525	1852	1454
ENSG00000095917	0	0	0	0	0	0
ENSG00000095932	0	1	0	1	0	2
ENSG00000095951	369	556	431	500	519	419
ENSG00000095970	0	0	0	2	0	0
ENSG00000095981	0	0	0	0	0	0
ENSG00000096006	7	3	0	1	0	0
ENSG00000096060	3028	3319	1945	2180	4075	3350
ENSG00000096063	3479	3748	2775	3412	5299	4414
ENSG00000096070	2179	2286	1763	1904	1944	1624
ENSG00000096080	1294	1375	1487	1263	758	667
ENSG00000096088	3	1	1	1	0	1
ENSG00000096092	938	1025	648	771	1403	1057
ENSG00000096093	102	176	153	238	151	142
ENSG00000096264	0	0	0	0	0	0
ENSG00000096384	151610	153215	132919	145925	196444	167228
ENSG00000096395	0	0	0	0	0	0
ENSG00000096401	2492	2728	1978	2171	3857	3081
ENSG00000096433	16263	17094	14978	14235	12126	10332
ENSG00000096654	377	369	218	210	535	402
ENSG00000096696	8910	10478	9289	10805	13381	10339
ENSG00000096717	943	1054	789	900	1605	1393
ENSG00000096746	2898	3141	2370	2717	6182	5015
ENSG00000096872	515	455	614	615	742	655
ENSG00000096968	228	287	249	295	478	338
ENSG00000096996	0	1	2	0	1	0
ENSG00000097007	4239	4046	3693	3542	2562	2230
ENSG00000097021	9192	8303	7987	6850	4542	4025
ENSG00000097033	1577	1730	1570	1776	1973	1648
ENSG00000097046	995	1117	436	516	2126	1692
ENSG00000097096	137	154	179	192	180	147
ENSG00000099139	352	329	349	423	321	221
ENSG00000099194	23550	25683	16247	17148	31424	25288
ENSG00000099203	302	279	307	237	230	181
ENSG00000099204	5764	6886	7815	9053	8860	6869
ENSG00000099219	1730	1983	1708	2032	2617	1972
ENSG00000099246	1385	1489	1330	1574	2567	2022
ENSG00000099250	209	195	155	215	141	97
ENSG00000099251	41	68	109	136	75	56
ENSG00000099256	0	0	0	0	0	0
ENSG00000099260	1	0	0	0	0	2
ENSG00000099282	685	604	557	493	400	370
ENSG00000099284	2413	2178	1964	1818	1573	1293
ENSG00000099290	292	267	277	275	342	258
ENSG00000099308	1589	1615	2010	2058	644	620
ENSG00000099326	1384	1500	2235	1850	543	402
ENSG00000099330	1099	917	732	613	329	240
ENSG00000099331	6963	6445	6593	6074	3535	2890
ENSG00000099337	935	836	1222	1191	383	363
ENSG00000099338	25	27	62	95	31	18
ENSG00000099341	10818	10565	10635	10071	5943	5301
ENSG00000099364	5765	4618	5179	4424	1815	1525
ENSG00000099365	29	25	37	37	27	20
ENSG00000099377	247	281	219	226	135	124
ENSG00000099381	4809	4440	3984	3607	2629	2178
ENSG00000099385	3717	3319	3051	2489	855	711
ENSG00000099399	5646	5719	5370	5658	5138	4047
ENSG00000099617	800	733	297	269	322	260
ENSG00000099622	3965	3941	4000	4315	6745	5909
ENSG00000099624	14216	10733	10230	8023	2524	2394
ENSG00000099625	2656	2159	2057	1496	365	344
ENSG00000099715	0	0	0	1	0	0
ENSG00000099721	0	0	0	0	0	0
ENSG00000099725	0	1	0	1	1	0
ENSG00000099769	1	5	1	1	1	4
ENSG00000099783	16854	16061	13188	12603	19125	16626
ENSG00000099785	956	892	1506	1196	287	242
ENSG00000099795	5273	4663	4642	3368	1196	1063
ENSG00000099797	10345	9338	8494	7946	3829	3510
ENSG00000099800	3874	2977	2992	2662	1810	1567
ENSG00000099804	4518	3832	3679	3265	1592	1483
ENSG00000099810	3849	4193	2637	3393	7579	5828
ENSG00000099812	2909	2286	2012	1788	1168	1041
ENSG00000099814	8137	7325	10347	8948	3867	3356
ENSG00000099817	13663	10499	8920	7929	4857	4235
ENSG00000099821	12937	10872	12098	9645	3268	2960
ENSG00000099822	403	359	408	351	91	82
ENSG00000099834	8	8	11	4	45	14
ENSG00000099840	59	45	69	101	37	23
ENSG00000099849	2350	1951	1301	998	486	438
ENSG00000099860	1074	896	691	615	1545	1275
ENSG00000099864	2008	1570	1422	1289	783	567
ENSG00000099866	12	13	9	13	9	1
ENSG00000099869	8	3	7	3	0	0
ENSG00000099875	10363	9400	20266	18210	3220	2703
ENSG00000099889	2214	2099	5259	4606	929	786
ENSG00000099899	2810	2466	2493	2077	1039	1003
ENSG00000099901	11117	10754	6751	6311	7311	6406
ENSG00000099904	5948	5284	5910	5203	1907	1677
ENSG00000099910	496	472	361	336	271	254
ENSG00000099917	5198	4598	5025	4531	1965	1717
ENSG00000099937	0	0	0	0	0	0
ENSG00000099940	1537	1507	1298	1327	1335	1093
ENSG00000099942	4172	4696	4183	4547	4953	4036
ENSG00000099949	3532	3658	4415	4210	1478	1398
ENSG00000099953	251	192	343	337	80	63
ENSG00000099954	227	217	241	283	282	206
ENSG00000099956	7077	5875	5415	4755	3613	3367
ENSG00000099957	1	2	4	0	3	0
ENSG00000099958	0	3	1	3	3	1
ENSG00000099960	0	0	0	0	0	0
ENSG00000099968	1809	1780	2215	2421	1712	1553
ENSG00000099974	58	84	97	76	64	75
ENSG00000099977	1564	1433	1589	1479	368	335
ENSG00000099984	178	135	212	185	142	114
ENSG00000099985	1	1	3	0	0	1
ENSG00000099991	6506	6107	4990	4560	3288	2745
ENSG00000099992	716	578	854	727	237	179
ENSG00000099994	865	770	1156	1050	350	287
ENSG00000099995	11092	11294	10983	11096	8439	7367
ENSG00000099998	30	12	21	16	11	3
ENSG00000099999	933	815	1185	1013	331	291
ENSG00000100003	981	935	1144	1098	600	427
ENSG00000100012	1	1	1	0	0	0
ENSG00000100014	740	667	642	744	597	484
ENSG00000100023	3261	3348	3063	3068	1982	1773
ENSG00000100024	6	2	2	0	2	2
ENSG00000100027	35	17	14	18	19	9
ENSG00000100028	4003	4290	3243	3337	5426	4638
ENSG00000100029	10681	9373	8908	8548	7051	6321
ENSG00000100030	6087	7063	5521	6144	6557	5157
ENSG00000100031	240	263	490	474	95	69
ENSG00000100033	170	159	674	606	89	79
ENSG00000100034	2212	2030	2743	2536	1295	965
ENSG00000100036	692	590	681	598	216	184
ENSG00000100038	2050	1998	1976	1874	1119	966
ENSG00000100053	14	11	28	23	8	8
ENSG00000100055	168	141	251	253	96	80
ENSG00000100056	1530	1291	1207	1111	663	563
ENSG00000100058	455	442	305	304	470	402
ENSG00000100060	101	115	138	137	64	41
ENSG00000100065	4034	3431	3605	3300	1673	1456
ENSG00000100068	176	181	200	182	112	89
ENSG00000100075	6164	4817	3988	3530	2400	2195
ENSG00000100077	669	852	824	910	1128	885
ENSG00000100078	4	0	0	12	0	0
ENSG00000100079	9	15	10	15	8	11
ENSG00000100083	4469	4181	4501	4224	2216	1719
ENSG00000100084	992	958	865	650	405	385
ENSG00000100092	3869	2983	1854	1791	1091	946
ENSG00000100095	0	0	0	0	0	0
ENSG00000100097	22957	22423	24785	19814	7099	6223
ENSG00000100099	1897	2105	1990	1879	1549	1274
ENSG00000100100	24	31	39	38	27	25
ENSG00000100101	1301	1079	944	880	730	607
ENSG00000100104	838	866	1014	1078	736	610
ENSG00000100105	2067	1828	1758	1783	1380	1190
ENSG00000100106	3311	3022	4486	4145	1192	899
ENSG00000100109	1715	1674	1780	1750	1304	1074
ENSG00000100116	4057	3884	3796	3307	1649	1546
ENSG00000100121	0	0	0	0	0	0
ENSG00000100122	0	2	1	2	0	2
ENSG00000100124	1875	1710	1365	1167	688	648
ENSG00000100129	16257	17602	19453	19688	13467	11315
ENSG00000100138	7241	7230	6050	6069	4896	4224
ENSG00000100139	2199	1874	5263	4684	907	770
ENSG00000100142	2097	1915	1512	1321	1555	1368
ENSG00000100146	0	2	0	1	1	0
ENSG00000100147	201	214	163	119	211	170
ENSG00000100150	1120	1130	1109	1080	920	736
ENSG00000100151	1382	1297	1691	1514	860	744
ENSG00000100154	3	5	5	13	4	5
ENSG00000100156	116	149	248	200	104	70
ENSG00000100162	1228	1159	578	479	593	458
ENSG00000100167	923	882	416	464	773	641
ENSG00000100170	3	5	13	15	10	9
ENSG00000100181	0	0	0	1	0	1
ENSG00000100191	3	4	9	7	16	4
ENSG00000100196	1147	1194	884	925	1051	921
ENSG00000100197	48	65	73	63	41	23
ENSG00000100201	6240	7944	7887	10126	11537	8580
